ISBN,Title,Author,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9780141964072,Belle,Lesley Pearse,eBook,,$15.99, 9780141964072,2011-2-3,'Penguin Books Ltd',624
9780141386041,Revolting Rhymers,Quentin Blake,eBook,,$0.00, 9780141386041,,"""Penguin Random House Children's UK""",
9780748129454,Rafa,Rafael Nadal,eBook,,$12.99, 9780748129454,,'Digital original',
9780141939230,White Teeth,Zadie Smith,eBook,,$15.99, 9780141939230,,'Penguin Books Ltd',
9781401944865,You Are the Placebo,Dr. Joe Dispenza,eBook,$27.86,$22.99, 9781401944865,,,
9780241981368,An Almost Perfect Christmas,Nina Stibbe,eBook,,$15.99, 9780241981368,,'Penguin Books Ltd',
9781370912865,book not found,,,,, 9781370912865,,,
9781473573222,The Children's Block,Otto B Kraus,eBook,,$15.99, 9781473573222,,'Ebury Publishing',
9780241404171,How Not to Be a Professional Racing Driver,Jason Plato,eBook,,$14.99, 9780241404171,,'Penguin Books Ltd',
9780547249643,1984,George Orwell,eBook,,$9.99, 9780547249643,,,
9780544187610,The Paleo Diet Revised,Loren Cordain,eBook,$29.69,$23.99, 9780544187610,2024-2-27,'1',288
9780230768130,book not found,,,,,,,,
9780330473323,book not found,,,,, 9780330473323,,,
9780307792419,Caves of Steel,Isaac Asimov,eBook,$13.19,$10.99, 9780307792419,2011-4-13,'2',
9781405909969,Billy and Me,Giovanna Fletcher,eBook,,$15.99, 9781405909969,,'Penguin Books Ltd',
9780830844135,John,Michael Card,Paperback,,$37.07, 9780830844135,2014-7-14,"'INTER VARSITY PR              ', '22.61 x 14.99 x 2.03'",237
9781387629923,book not found,,,,, 9781387629923,,'Digital original',
9781407035284,Thief Of Time,Terry Pratchett,eBook,,$15.99, 9781407035284,2008-10-9,"'9 - 12 years old', 'Transworld'",432
9781405912990,On Dublin Street,Samantha Young,eBook,,$15.99, 9781405912990,,'Penguin Books Ltd',
9780842313940,book not found,,,,, 9780842313940,,"'US', '0.45'",
9780842384896,book not found,,,,, 9780842384896,,"'US', '22.86 x 15.24 x 3.81'",
9780307414144,book not found,,,,,,,,
9780992984915,Dominic,L.A. Casey,eBook,,$4.99, 9780992984915,2016-3-13,'1',
9780575091511,Before They Are Hanged : First Law,Joe Abercrombie,eBook,,$12.99, 9780575091511,2009-6-18,"'Orion', 'Digital original'",592
9780141935386,Be As You Are,David Godman,eBook,,$14.99, 9780141935386,,'Penguin Books Ltd',
9780241146422,Underland,Robert Macfarlane,eBook,,$16.99, 9780241146422,,'Penguin Books Ltd',
9780755374076,Goodnight Lady,Martina Cole,Paperback,$24.99,$21.75, 9780755374076,,"'GB', '5.4 x 13 x 19.7'",
9781407034737,Moving Pictures,Terry Pratchett,eBook,,$15.99, 9781407034737,2009-5-27,'Transworld',400
9780768403053,Gateway to the Seer Realm,Barbie Breathitt,Paperback,,$32.63, 9780768403053,,"'US', '0.46'",
9781405914970,Pop Goes the Weasel,M. J. Arlidge,eBook,,$15.99, 9781405914970,2014-9-11,'Penguin Books Ltd',464
9780765377081,The Dark Forest,Cixin Liu,Hardcover,,$51.95, 9780765377081,2015-8-11,"'Tor Books', '23.5 x 16 x 4.5'",512
9780141903989,Giovanni's Room,James Baldwin,eBook,,$15.99, 9780141903989,2001-10-4,'0 - 2 years old',176
9781311796653,book not found,,,,, 9781311796653,,,
9780141909417,book not found,,,,, 9780141909417,2005-5-26,'9 - 11 years old',192
9781407070742,A Mistletoe Kiss,Katie Flynn,eBook,,$15.99, 9781407070742,,'Random House',
9780141923680,book not found,,,,,,,,
9780141928982,Hornblower and the Crisis,C.S. Forester,eBook,,$15.99, 9780141928982,2006-10-5,'Penguin Books Ltd',176
9780141926100,Stalingrad,Antony Beevor,eBook,,$15.99, 9780141926100,,'Penguin Books Ltd',
9781407034966,Interesting Times,Terry Pratchett,eBook,,$14.99, 9781407034966,2008-12-5,'Transworld',432
9780141905693,The Diary of a Nobody,George Grossmith,eBook,,$10.99, 9780141905693,,'Penguin Books Ltd',
9781250303554,Permafrost,Alastair Reynolds,eBook,$6.22,$5.99, 9781250303554,,,
9781405923590,The Woman Who Walked into the Sea,Mark Douglas-Home,eBook,,$15.99, 9781405923590,2016-1-14,'Penguin Books Ltd',336
9781408820858,Kitchen Confidential,Anthony Bourdain,eBook,$19.99,$17.99, 9781408820858,,'GB',
9780463208823,Bless Her Dead Heart,Meg Collett,eBook,,$1.39, 9780463208823,2019-7-24,'1',
9780748122868,The Enemy,Tom Wood,eBook,,$16.99, 9780748122868,2012-3-13,"'Little, Brown Book Group', 'Digital original'",400
9780141929569,A Wrinkle in Time,Madeleine L'Engle,eBook,,$9.99, 9780141929569,2007-11-1,'9 - 12 years old',208
9780571328277,The Legend of Podkin One-Ear,Kieran Larwood,eBook,$10.99,$9.99, 9780571328277,2016-10-4,"'9 - 12 years old', '1'",288
9780141347738,book not found,,,,,,,,
9780141933412,A Spell of Winter,Helen Dunmore,eBook,,$15.99, 9780141933412,,'Penguin Books Ltd',
9780385539265,book not found,,,,, 9780385539265,,'US',
9781407034690,Guards! Guards!,Terry Pratchett,eBook,,$14.99, 9781407034690,2008-12-16,'Transworld',432
9780241322536,Smiley's People,John le Carré,eBook,,$15.99, 9780241322536,2018-9-27,'Penguin Books Ltd',464
9780759520844,Healing Back Pain,John E. Sarno,eBook,,$12.99, 9780759520844,,'US',
9780141369709,Jolly Foul Play,Robin Stevens,eBook,,$9.99, 9780141369709,2016-3-24,"'6 - 8 years old', '4'",336
9780857203090,One by One,Chris Carter,eBook,,$16.99, 9780857203090,,'Simon & Schuster UK',
9780761187042,The Complete Book of Chalk Lettering,Valerie McKeehan,eBook,,$23.99, 9780761187042,,'1',
9781405523127,Cross and Burn,Val McDermid,eBook,,$11.99, 9781405523127,2013-10-10,"'Little, Brown Book Group', 'Digital original'",448
9781405943147,"Ask Again, Yes",Mary Beth Keane,eBook,,$15.99, 9781405943147,,'Penguin Books Ltd',
9780834821033,book not found,,,,, 9780834821033,,,
9780307416315,book not found,,,,,,,,
9781409021315,Lustrum,Robert Harris,eBook,,$15.99, 9781409021315,2010-9-7,'Random House',464
9780748129027,What's Tha Up To?,Martyn Johnson,eBook,,$12.99, 9780748129027,,'Digital original',
9780141969183,Me Before You,Jojo Moyes,eBook,,$15.99, 9780141969183,,'Penguin Books Ltd',
9780748110612,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,eBook,,$11.99, 9780748110612,2008-10-2,"'Little, Brown Book Group', 'Digital original'",256
9780230757073,book not found,,,,,,,,
9780698198586,book not found,,,,, 9780698198586,,,1
9780748112883,Princeps' Fury,Jim Butcher,eBook,,$11.99, 9780748112883,2009-12-3,"'Little, Brown Book Group', 'Digital original'",512
9781310928338,Pathfinder's Way,T.A. White,eBook,,$4.15, 9781310928338,,,
9780765376732,book not found,,,,, 9780765376732,2017-1-3,"'FORGE                         ', '23.5 x 15.88 x 2.54'",352
9780994865137,book not found,,,,, 9780994865137,,,1
9780743273565,The Great Gatsby,Don't wait for delivery!,Paperback,,$29.95, 9780743273565,,"'4 - 7', 'US'",
9780061739255,book not found,,,,,,,,
9780061804038,Barbarians at the Gate,Bryan Burrough,eBook,,$6.99, 9780061804038,,'HarperCollins',
9781407070049,Bones to Ashes,Kathy Reichs,eBook,,$15.99, 9781407070049,2010-4-27,'Random House',464
9780547345901,The Giver,Lois Lowry,eBook,,$5.99, 9780547345901,2000-1-1,"'12 - 18 years old', 'HarperCollins'",192
9781282547674,book not found,,,,, 9781282547674,,'US',
9781328662088,book not found,,,,, 9781328662088,2017-5-9,"'Houghton Mifflin', '20.3 x 13.5 x 3.8'",493
9780241383117,Bad Behavior,Mary Gaitskill,eBook,,$15.99, 9780241383117,2019-5-2,'Penguin Books Ltd',208
9780446179669,4th of July,James Patterson,Paperback,,$36.25, 9780446179669,2008-7-1,"'GRAND CENTRAL PUBL            ', '20.32 x 13.97 x 2.54'",400
9781393267447,book not found,,,,, 9781393267447,2019-8-27,'1',
9780060882662,book not found,,,,,,,,
9780349401874,Air Bound,Christine Feehan,eBook,,$7.99, 9780349401874,2014-5-27,"'Little, Brown Book Group', 'Digital original'",400
9780230761230,book not found,,,,,,,,
9780241977613,The Man Who Saw Everything,Deborah Levy,eBook,,$15.99, 9780241977613,,'Penguin Books Ltd',
9780241984000,The Last,Hanna Jameson,eBook,,$15.99, 9780241984000,,'Penguin Books Ltd',
9780755387069,2nd Chance,James Patterson,eBook,,$12.99, 9780755387069,2011-6-23,"'Headline', 'Digital original'",340
9780755385744,The Misfit,Rosie Goodwin,eBook,,$11.99, 9780755385744,,'Digital original',
9781101533116,The Bride,Julie Garwood,eBook,$17.14,$13.99, 9781101533116,,,
9780007327645,"Dead Beat (PI Kate Brannigan, Book 1)",Val McDermid,eBook,,$12.99, 9780007327645,2009-5-22,'HarperCollins Publishers',288
9780648324652,Demon's Dance,Keri Arthur,eBook,,$6.99, 9780648324652,2019-2-12,'4',
9780230739161,book not found,,,,,,,,
9781509865437,Hornet Flight,Ken Follett,Paperback,,$26.75, 9781509865437,,"'AU', '0.44'",
9780141904108,Mrs Dalloway,Virginia Woolf,eBook,,$10.99, 9780141904108,2000-5-25,'Penguin Books Ltd',288
9780141957074,The End,Ian Kershaw,eBook,,$16.99, 9780141957074,,'Penguin Books Ltd',
9781405519229,The Casual Vacancy,,eBook,,$12.99, 9781405519229,,'GB',
9780230760653,book not found,,,,,,,,
9780356500959,Cold Days,Jim Butcher,Paperback,,$20.40, 9780356500959,2013-9-10,"'Little Brown', '1'",646
9780748124800,Shutter Island,Dennis Lehane,eBook,,$11.99, 9780748124800,,'Digital original',
9780755371365,Whatever It Takes,Adele Parks,eBook,,$12.99, 9780755371365,,'Digital original',
9780007338672,Sharpe's Gold,Bernard Cornwell,eBook,,$12.99, 9780007338672,2009-7-24,'HarperCollins Publishers',304
9780141959238,The Ship,C.S. Forester,eBook,,$15.99, 9780141959238,,'Penguin Books Ltd',
9780755373260,Silent Scream (The Minneapolis Series Book 2),Karen Rose,eBook,,$11.99, 9780755373260,2010-5-13,"'Headline', 'Digital original'",544
9781301917099,Afghan Heat,Steve Stone,eBook,,$5.18, 9781301917099,2016-2-2,'1',
9780691189970,book not found,,,,, 9780691189970,,'Princeton University Press',
9780755384808,The Book of Life,Deborah Harkness,eBook,,$12.99, 9780755384808,2014-7-15,'Headline',592
9781405909914,Dark Watch,Clive Cussler,eBook,,$14.99, 9781405909914,2012-7-5,'Penguin Books Ltd',496
9780571323777,Grief Is the Thing with Feathers,Max Porter,eBook,$14.29,$12.99, 9780571323777,,'1',
9780761168935,Keep Your Brain Alive,Lawrence Katz,Paperback,,$20.25, 9780761168935,,"'US', '24.8 x 16 x 4.5'",
9781250229786,Silver in the Wood,Emily Tesh,eBook,$6.22,$5.99, 9781250229786,2019-6-18,'1',
9780307414311,book not found,,,,,,,,
9780804179041,book not found,,,,, 9780804179041,,'US',
9780241398333,A Short History of Brexit,Kevin O'Rourke,eBook,,$15.99, 9780241398333,2019-1-31,'Penguin Books Ltd',320
9780007329052,Wedding Tiers,Trisha Ashley,eBook,,$8.99, 9780007329052,,'HarperCollins Publishers',
9780241321942,Absolute Friends,John le Carré,eBook,,$15.99, 9780241321942,2018-9-27,'Penguin Books Ltd',464
9780575087491,Blood of Elves,Andrzej Sapkowski,eBook,,$12.99, 9780575087491,2010-8-19,"'Orion', 'Digital original'",320
9781405519946,book not found,,,,,,,,
9780648264873,book not found,,,,, 9780648264873,,'Sleeping Dragon Books',
9780141938264,A Dark-Adapted Eye,Barbara Vine,eBook,,$15.99, 9780141938264,,'Penguin Books Ltd',
9780316230209,book not found,,,,, 9780316230209,,'Digital original',
9780141952000,Making Sense of the Troubles,David McKittrick,eBook,,$18.99, 9780141952000,,'Penguin Books Ltd',
9781310157202,book not found,,,,, 9781310157202,2015-11-11,'4',
9781405944038,Ambush,Geraint Jones,eBook,,$15.99, 9781405944038,,'Penguin Books Ltd',
9780575122796,Dune: The Gateway Collection,Frank Herbert,eBook,,$59.99, 9780575122796,2012-11-30,"'Orion', 'Digital original'",800
9780751555752,Never Somewhere Else,Alex Gray,eBook,,$12.99, 9780751555752,2013-10-31,"'Little, Brown Book Group', 'Digital original'",320
9780356509303,Sins of Empire,Brian McClellan,eBook,,$12.99, 9780356509303,2017-3-7,"'Little, Brown Book Group', 'Digital original'",640
9780544465619,Curious George Haunted Halloween,H. A. Rey,eBook,,$2.99, 9780544465619,2014-6-17,'HarperCollins',24
9780241404300,Don't Be Evil,Rana Foroohar,eBook,,$16.99, 9780241404300,,'Penguin Books Ltd',
9780752876788,book not found,,,,, 9780752876788,,"'GB', '17.7 x 11.2 x 2.5'",
9780547769332,The Goodnight Train,June Sobel,eBook,,$11.99, 9780547769332,2006-9-1,'HarperCollins',32
9781393148548,Bullied,Vera Hollins,eBook,,$4.29, 9781393148548,2019-8-27,'1',
9780241961544,Survivor,Lesley Pearse,eBook,,$15.99, 9780241961544,2014-2-13,'0 - 2 years old',544
9780571338764,Milkman,Anna Burns,eBook,$16.49,$14.99, 9780571338764,,'1',
9780141910048,The Rotters' Club,Jonathan Coe,eBook,,$15.99, 9780141910048,,'Penguin Books Ltd',
9781841498959,Surface Detail,Iain M Banks,Paperback,$22.99,$21.90, 9781841498959,2011-5-31,"'Little Brown', '1'",640
9780241382929,Lessons in Stoicism,John Sellars,eBook,,$14.99, 9780241382929,,'Penguin Books Ltd',
9780241981320,Middle England,Jonathan Coe,eBook,,$15.99, 9780241981320,,'Penguin Books Ltd',
9780241283936,The Little Book of Hygge,Meik Wiking,eBook,,$15.99, 9780241283936,,'Penguin Books Ltd',
9780141972244,Call for the Dead,John le Carré,eBook,,$15.99, 9780141972244,2011-11-3,'0 - 2 years old',160
9780230754737,book not found,,,,,,,,
9781101623695,book not found,,,,, 9781101623695,,,1
9780748122981,Abaddon's Gate,James S. A. Corey,eBook,,$12.99, 9780748122981,2013-6-4,"'Little, Brown Book Group', '3'",560
9780141969190,The Girl You Left Behind,Jojo Moyes,eBook,,$15.99, 9780141969190,,'Penguin Books Ltd',
9780230743847,book not found,,,,,,,,
9780753545195,The Volunteer,Jack Fairweather,eBook,,$18.99, 9780753545195,,'Ebury Publishing',
9780330513173,book not found,,,,, 9780330513173,,,
9780857207296,How to Win Friends and Influence People in the Digital Age,Dale Carnegie Training,eBook,,$12.99, 9780857207296,,'Simon & Schuster UK',
9780307796103,book not found,,,,,,,,
9780141353975,Katy,Jacqueline Wilson,eBook,,$9.99, 9780141353975,,"""Penguin Random House Children's UK""",
9780230770096,book not found,,,,,,,,
9780857899767,False God of Rome,Robert Fabbri,eBook,$7.49,$6.99, 9780857899767,2013-1-1,"'Corvus', '1'",300
9781405917902,Wish You Were Here,Catherine Alliott,eBook,,$15.99, 9781405917902,,'Penguin Books Ltd',
9781328561770,book not found,,,,, 9781328561770,2018-12-25,'HarperCollins',
9780141963624,The Spy Who Came in from the Cold,John le Carré,eBook,,$15.99, 9780141963624,2011-2-24,'Penguin Books Ltd',272
9780571336234,I Am Dynamite!,Sue Prideaux,eBook,$16.49,$14.99, 9780571336234,,'Faber & Faber',
9780141925912,The Blank Slate,Steven Pinker,eBook,,$18.99, 9780141925912,,'Penguin Books Ltd',
9780141347790,book not found,,,,,,,,
9780316436489,Billion Dollar Whale,Tom Wright,eBook,,$23.99, 9780316436489,,'Digital original',
9781405921824,The Penguin Lessons,Tom Michell,eBook,,$14.99, 9781405921824,,'Penguin Books Ltd',
9780748125715,The Secret Diaries Of Miss Anne Lister: Vol. 1,Anne Lister,eBook,,$12.99, 9780748125715,2010-11-4,"'Little, Brown Book Group', 'Digital original'",384
9780132100670,book not found,,,,, 9780132100670,,,
9780241188828,The Value of Everything,Mariana Mazzucato,eBook,,$15.99, 9780241188828,,'Penguin Books Ltd',
9781370239290,Endgame,Chloe Walsh,eBook,,$7.59, 9781370239290,2023-3-23,,
9781405929813,Christmas with the Bomb Girls,Daisy Styles,eBook,,$15.99, 9781405929813,2017-10-19,'Penguin Books Ltd',400
9781301652815,Auschwitz Escape,Danny Naten,eBook,,$4.18, 9781301652815,,,
9780814413470,Reinvention,Brian Tracy,eBook,,$2.99, 9780814413470,,'1',
9781101585658,book not found,,,,, 9781101585658,,,
9780297857020,Heaven And Hell,Don Felder,eBook,,$17.99, 9780297857020,,'Digital original',
9781310761898,book not found,,,,,,,,
9781101175293,book not found,,,,, 9781101175293,,,
9780544553729,book not found,,,,, 9780544553729,,,
9780007320936,Child of the Phoenix,Barbara Erskine,eBook,,$10.99, 9780007320936,,'HarperCollins Publishers',
9780804141116,book not found,,,,, 9780804141116,,'US',
9780230760615,book not found,,,,,,,,
9780385528849,Night Shift,Stephen King,eBook,$16.12,$12.99, 9780385528849,,,
9780938045878,The Naked Warrior,Pavel Tsatsouline,eBook,$14.66,$13.99, 9780938045878,,,
9781407068305,Out Of The Sun,Robert Goddard,eBook,,$14.99, 9781407068305,,'Transworld',
9780230768123,book not found,,,,,,,,
9780307490247,book not found,,,,, 9780307490247,2009-1-21,'4',
9780544562363,The Fully Raw Diet,Kristina Carrillo-Bucaram,eBook,,$34.99, 9780544562363,,'1',
9780316183208,book not found,,,,, 9780316183208,,'Digital original',
9780241987803,State of the Union,Nick Hornby,eBook,,$15.99, 9780241987803,,'Penguin Books Ltd',
9780141927138,The Far Pavilions,M M Kaye,eBook,,$15.99, 9780141927138,,'Penguin Books Ltd',
9780755357222,The Blood Crows,Simon Scarrow,eBook,,$11.99, 9780755357222,2013-10-24,"'Headline', 'Digital original'",448
9780943217123,The Tibetan Book of the Dead,Karma-glin-pa (Karma Lingpa),eBook,,$4.39, 9780943217123,,,
9780061947353,book not found,,,,,,,,
9781304378088,book not found,,,,, 9781304378088,,,
9780716022527,The Curry Secret,Kris Dhillon,eBook,,$6.99, 9780716022527,,'1',
9780718186395,Trust No One,Anthony Mosawi,eBook,,$15.99, 9780718186395,,'Penguin Books Ltd',
9780141365855,book not found,,,,,,,,
9780575104181,Steelheart,Brandon Sanderson,eBook,,$11.99, 9780575104181,2013-9-26,'Orion',400
9780755399611,A Liverpool Legacy,Anne Baker,eBook,,$11.99, 9780755399611,,'Digital original',
9780141930961,A Load of Old Tripe,Gervase Phinn,eBook,,$14.99, 9780141930961,,'Penguin Books Ltd',
9780141185071,East of Eden,John Steinbeck,Paperback,$22.99,$20.40, 9780141185071,2003-10-1,"'Penguin UK', '1'",640
9780748109258,Black Notice,Patricia Cornwell,eBook,,$11.99, 9780748109258,2008-9-4,"'Little, Brown Book Group', 'Digital original'",480
9780698140325,A Grave Matter,Anna Lee Huber,eBook,$13.70,$11.99, 9780698140325,2014-7-1,'3',1
9781118968079,Value Proposition Design,,eText,,$41.79, 9781118968079,,,1
9780241396940,book not found,,,,,,,,
9780753546413,The Ancient Secret of the Fountain of Youth,Peter Kelder,eBook,,$18.99, 9780753546413,,'Ebury Publishing',
9780525520375,There There,Tommy Orange,Hardcover,,$51.75, 9780525520375,,"'US', '0.45'",
9781405937085,The Grey Ghost,Clive Cussler,eBook,,$15.99, 9781405937085,2018-5-31,'Penguin Books Ltd',400
9781407039206,Deep Black,Andy McNab,eBook,,$15.99, 9781407039206,2008-10-2,'Transworld',512
9780718186111,The Marriage Pact,Michelle Richmond,eBook,,$15.99, 9780718186111,,'Penguin Books Ltd',
9780241283523,No Way Out,Cara Hunter,eBook,,$15.99, 9780241283523,2019-3-22,'Penguin Books Ltd',384
9780755375523,The Family,Martina Cole,eBook,,$11.99, 9780755375523,,'Digital original',
9780544444683,Atelier Crenn,Dominique Crenn,eBook,$72.59,$58.99, 9780544444683,,'1',
9780330514750,book not found,,,,, 9780330514750,,,
9780141353111,book not found,,,,,,,,
9780748116393,From The Dead,Mark Billingham,eBook,,$11.99, 9780748116393,2010-8-19,"'Little, Brown Book Group', 'Digital original'",352
9781405525848,Ancillary Justice,Ann Leckie,eBook,,$12.99, 9781405525848,2013-10-1,"'Little, Brown Book Group', 'Digital original'",432
